,Title,Published_date,Views,Likes,Favorites,Comments,Month
2979,#BultiVibes | Episode 06 | Bulti finds Babu unfit | Mirchi Mohor & Mirchi Agni,2019-09-09,172142,6670,0,84,Sep
2980,#Vagabong Episode 15 feat. Mir Afsar Ali & Mirchi Sayak,2019-09-09,114224,6436,0,176,Sep
2981,#SundaySuspense | Mahim Sanyal-er Ghatona | Tarinikhuro | Satyajit Ray | Mirchi Bangla,2019-09-08,965611,21784,0,1247,Sep
2982,#BultiVibes | Episode 05 | Bulti finds Babu a girlfriend | Mirchi Mohor & Mirchi Agni,2019-09-07,192923,7800,0,62,Sep
2983,#BultiVibes | Episode 04 | Bulti invites Babu | Mirchi Agni and Me,2019-09-07,239389,9701,0,89,Sep
2984,#typo | S02E13 | Types of sick people | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-09-07,470249,19726,0,304,Sep
2985,#BultiVibes | Episode 03 | Bulti buys an apartment | Mirchi Mohor & Mirchi Agni,2019-09-06,262385,10271,0,107,Sep
2986,#typo | S02E12 | Types of security guards!,2019-09-06,648860,26177,0,236,Sep
2987,#typo | SO2E11 | Types of people in a hostel!,2019-09-06,393190,16206,0,166,Sep
2988,OMG - O Maa Go - S02E41 - Mom's Signature Changes Everytime,2019-09-06,589973,27450,0,431,Sep
2989,#typo | S02E10 | Types of people at the cash counter!,2019-09-05,563576,21585,0,210,Sep
2990,#typo | S02E09 | Types of tuition teachers | Teacher's Day Special,2019-09-05,662471,29107,0,393,Sep
2991,#BultiVibes | Episode 02 | Bulti is in Love | Mirchi Mohor & Mirchi Agni,2019-09-04,203994,8448,0,122,Sep
2992,#typo | S02E08 | Types of people who wake up in the morning!,2019-09-04,405513,16776,0,280,Sep
2993,#BultiVibes Episode 1 feat. Mirchi Mohor & Mirchi Agni | Mirchi Bangla,2019-09-03,194817,6377,0,96,Sep
2994,#typo | S02E07 | Types of people who waste water!,2019-09-03,416723,17219,0,249,Sep
2995,#Vagabong Episode 14 feat. Mir Afsar Ali & Mirchi Sayak,2019-09-02,140225,7063,0,199,Sep
2996,#SundaySuspense | Kuyo | Sayak Aman | Mirchi Bangla,2019-09-01,1438786,34738,0,2218,Sep
2997,#typo | S02E06 | Types of people in a salon!,2019-08-30,698451,21067,0,223,Aug
2998,#TruthOrScare - Episode 13 : Makrijwala feat. Mirchi Ayantika,2019-08-29,47589,3243,0,225,Aug
2999,#Vagabong Episode 13 feat. Mir Afsar Ali & Mirchi Sayak,2019-08-29,92836,4773,0,94,Aug
3000,#Vagabong Episode 12 feat. Mir Afsar Ali & Mirchi Sayak,2019-08-23,91234,4647,0,100,Aug
3001,#OMG - #OMaaGo - S02E39 - Phone Trilogy part 3 - Mom talks to everyone together!,2019-08-22,322231,18133,0,384,Aug
3002,#Vagabong Episode 11 feat. Mir Afsar Ali & Mirchi Sayak,2019-08-20,92366,4698,0,115,Aug
3003,#Vagabong Episode 10 feat. Mir Afsar Ali & Mirchi Sayak,2019-08-19,97687,4446,0,75,Aug
3004,#SundaySuspense | Arthamanartham | Byomkesh Bakshi | Sharadindu Bandyopadhyay | Mirchi Bangla,2019-08-18,3644212,55773,0,2567,Aug
3005,#Vagabong Episode 09 feat. Mir Afsar Ali & Mirchi Sayak,2019-08-16,103583,4815,0,86,Aug
3006,#AvengersOfIndependence Final Episode feat. Devender Singh and Mirchi Somak,2019-08-15,6071,227,0,13,Aug
3007,#OMG - #OMaaGo - Phone Trilogy Part 2 -  S02E38 Mom never hangs up the phone!,2019-08-15,412438,22540,0,373,Aug
3008,#AvengersOfIndependence Episode 10 - Part 3 feat. Nigel Akkara and Mirchi Agni,2019-08-14,5550,234,0,6,Aug
3009,#AvengersOfIndependence Episode 10 - Part 2 feat. Nigel Akkara and Mirchi Agni,2019-08-14,4971,215,0,5,Aug
3010,#AvengersOfIndependence Episode 10 - Part 1 feat. Nigel Akkara and Mirchi Agni,2019-08-13,6544,290,0,11,Aug
3011,#AvengersOfIndependence Episode 9 - Part 2 feat. Kallol Ghosh and Mirchi Lajvanti,2019-08-10,5099,188,0,9,Aug
3012,#AvengersOfIndependence Episode 9 - Part 1 feat. Kallol Ghosh and Mirchi Lajvanti,2019-08-10,3573,161,0,8,Aug
3013,#AvengersOfIndependence Episode 8 feat. Rajarshi Bhattacharjee and Mirchi Ayantika,2019-08-09,4036,195,0,7,Aug
3014,#AvengersOfIndependence Episode 7 feat. Lover of Footpath Project and Mirchi Somak,2019-08-08,4856,266,0,9,Aug
3015,OMG - O Maa Go - S02E37 - Phone Trilogy part 01 -Mom wants son to talk to relatives!,2019-08-08,627700,27217,0,425,Aug
3016,#AvengersOfIndependence Episode 6 feat. Babar Ali and Mirchi Agni | Part 2,2019-08-07,4651,211,0,9,Aug
3017,#AvengersOfIndependence Episode 6 feat. Babar Ali and Mirchi Agni | Part 1,2019-08-07,3963,234,0,15,Aug
3018,#AvengersOfIndependence Episode 5 feat. Pallabi Chakraborty and Mirchi Agni,2019-08-07,5035,327,0,12,Aug
3019,#AvengersOfIndependence Episode 4 feat. Dr. Bubai Bag and Mirchi Mohor,2019-08-05,8251,333,0,25,Aug
3020,#SundaySuspense | Mosmai Orchid | Himadri Kishore Dasgupta | Mirchi Bangla,2019-08-04,1244537,26160,0,1194,Aug
3021,#AvengersOfIndependence Episode 3 feat. Gourav Guha and Mirchi Mohor,2019-08-03,4203,188,0,12,Aug
3022,#AvengersOfIndependence Episode 2 feat. Pathikrit Saha and Mirchi Ayantika | Part 2,2019-08-02,8128,421,0,16,Aug
3023,#AvengersOfIndependence Episode 2 feat. Pathikrit Saha and Mirchi Ayantika | Part 1,2019-08-02,7265,372,0,14,Aug
3024,#AvengersOfIndependence Episode 1 feat. Sobhan 'Padman' Mukherjee and #MirchiSomak | Part 2,2019-08-01,10691,836,0,45,Aug
3025,#AvengersOfIndependence Episode 1 feat. Sobhan 'Padman' Mukherjee and #MirchiSomak | Part 1,2019-08-01,17102,1146,0,44,Aug
3026,Eshe Gechhe Bandish feat. Mirchi Somak | Bandish Music Video | Mirchi Bangla,2019-07-31,11576,685,0,35,Jul
3027,#SundaySuspense | The Adventure of the Blue Carbuncle | Sherlock Holmes | Arthur Conan Doyle,2019-07-28,1605011,33591,0,1160,Jul
3028,"#TruthOrScare - Episode 12 - ""Lukochuri""",2019-07-25,47559,3518,0,185,Jul
3029,OMG - O Maa Go - S02E35 Mom does yoga early in the morning!,2019-07-25,732003,31266,0,714,Jul
3030,#SundaySuspenseOriginals | Episode 3 | Pochish Bawchor Pawre | Sayak Aman | Mirchi Bangla,2019-07-21,1656677,35507,0,2320,Jul
3031,"#TruthOrScare - Episode 11 - ""Peyarabagan""",2019-07-19,59352,3497,0,165,Jul
3032,OMG S02E34 Mom teaches the value of ‘no’!,2019-07-18,583540,40619,0,1419,Jul
3033,"#TruthOrScare - Episode 10 - ""Egarota Chappanno""",2019-07-17,54267,4299,0,268,Jul
3034,#typo | S02E05 | Types of people in a line!,2019-07-15,461704,17795,0,283,Jul
3035,#SundaySuspense | Oil Painting | Abhishek Sengupta | #MirchiBangla,2019-07-14,741085,19224,0,1076,Jul
3036,OMG - O Maa Go - S02E33 Mom Cant Find Her 'Chiruni',2019-07-11,736448,31799,0,515,Jul
3037,#SundaySuspense | Abhishapta Puthi | Nityananda Khan |  | Mirchi Bangla,2019-07-07,2329221,44636,0,2014,Jul
3038,Vagabong Episode 08 feat. Mir Afsar Ali & Mirchi Sayak,2019-07-05,123772,5531,0,126,Jul
3039,OMG - O Maa Go - S02E32 Mom likes to eat biscuits!,2019-07-04,786451,30843,0,571,Jul
3040,"#TruthOrScare - Episode 9 - ""Barotar Maalgari""",2019-07-03,48776,3649,0,263,Jul
3041,"Truth or Scare - Episode 8 - ""Jonaki""",2019-07-02,53519,4105,0,294,Jul
3042,"Truth or Scare - Episode 7 - ""Pyanchar Daak""",2019-07-01,54286,3284,0,241,Jul
3043,"Truth or Scare - Episode 6 - ""Bataash""",2019-06-28,57987,3684,0,313,Jun
3044,"#TruthOrScare - Episode 5 - ""The Tea Taster""",2019-06-27,55013,4185,0,266,Jun
3045,OMG - O Maa Go - S02E30 - Son finishes cold water!,2019-06-26,622876,22858,0,362,Jun
3046,Sunday Suspense | Sherlock Holmes | Musgrave Ritual | Arthur Conan Doyle,2019-06-23,2214691,41582,0,1530,Jun
3047,Sunday Suspense | Tollywood-e Tarinikhuro (টলিউডে তারিণীখুড়ো) | Satyajit Ray | Mirchi Bangla,2019-06-17,774370,15093,0,809,Jun
3048,Truth Or Scare - Episode 04 - The Level Crossing,2019-06-13,83103,6037,0,394,Jun
3049,Mirchi Vlogs Episode 05 - Part 2 | Lajvanti | Somak | Ayantika | Mohor | Agni,2019-06-12,81095,2699,0,99,Jun
3050,Mirchi Vlogs Episode 05 - Part 1 | Lajvanti | Somak | Ayantika | Mohor | Somak,2019-06-11,131596,4383,0,126,Jun
3051,Sunday Suspense 10 Years Celebration | Official Teaser | Mirchi Bangla,2019-06-10,63936,4391,0,434,Jun
3052,Sunday Suspense | Daroga Priyonath | Sweekarokti (স্বীকারোক্তি) | Mirchi Bangla,2019-06-09,1545849,29545,0,1270,Jun
3053,OMG - O Maa Go  S02E29 Mom Cures Son’s Pimples!,2019-06-08,811877,33656,0,1015,Jun
3054,OMG - O Maa Go - S02E28 Mom & Dad vs Son,2019-06-03,1029460,36227,0,817,Jun
3055,Mirchi Vlogs Episode 04 - Part 2 | Cricket and Kolkata,2019-05-31,75999,2735,0,51,May
3056,OMG - O Maa Go - S02E27 Loadshedding,2019-05-30,776593,29660,0,596,May
3057,Tintorettor Jishu | Satyajit Ray | Sunday Suspense | Mirchi Bangla,2019-05-26,4977643,53074,0,3071,May
3058,Mirchi Vlogs Episode 04 - Part 1 | Cricket and Kolkata,2019-05-25,70379,3014,0,57,May
3059,Kolkatar Guptodhon? Episode 3 feat. Mirchi Deep & Abir Chatterjee,2019-05-24,21617,943,0,32,May
3060,Kolkatar Guptodhon? Episode 2 feat. Mirchi Deep & Abir Chatterjee,2019-05-24,23407,1038,0,48,May
3061,Kolkatar Guptodhon?  Episode 1 feat. Mirchi Deep & Abir Chatterjee,2019-05-24,44910,2090,0,72,May
3062,Vagabong Episode 07 feat. Mir Afsar Ali & Mirchi Sayak,2019-05-23,124889,5611,0,131,May
3063,"Mirchi Vlogs Episode 03 - Part 2 Feat. Soham | Somak, Agni, Ayantika, Richard, Mohor, Lajvanti, Sree",2019-05-22,267742,10925,0,178,May
3064,Mirchi Vlogs Episode 03 - Part 1 | Somak | Agni | Ayantika | Richard | Mohor | Lajvanti | Sree,2019-05-21,213531,9011,0,200,May
3065,Truth Or Scare - Episode 03 : The Auditor feat. Mirchi Ayantika,2019-05-20,79324,6195,0,379,May
3066,Sunday Suspense | Prasadbabu-r Bhoy | Pracheta Gupta | Mirchi Bangla,2019-05-19,1385174,23849,0,1022,May
3067,Manush Korechhi | Episode 23 (Election Special) | আমি আর আমার EVM machine | Mirchi Agni,2019-05-18,255147,13008,0,271,May
3068,OMG - O Maa Go -  S02E26 Maa increases her GK!,2019-05-16,835939,29071,0,410,May
3069,Vagabong Episode 06 feat. Mir Afsar Ali & Mirchi Sayak,2019-05-15,143970,6582,0,165,May
3070,Manush Korechhi | Episode 21 | আমি আর আমার Belt | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-05-11,157054,8248,0,178,May
3071,Truth Or Scare - Episode 02 : The Evidence Room feat. Mirchi Ayantika,2019-05-10,101709,7749,0,391,May
3072,Vagabong Episode 05 feat. Mir Afsar Ali & Mirchi Sayak,2019-05-07,132264,5465,0,137,May
3073,Sunday Suspense | Miguchhogol-er Puthi | Himadri Kishore Dasgupta | Mirchi Bangla,2019-05-05,1134671,19329,0,837,May
3074,Manush Korechhi | Episode 20 | আমি আর আমার Emoji | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-05-04,209408,10898,0,221,May
3075,Truth Or Scare - Episode 01 : Thakurdidun | ঠাকুরদিদুন feat. Mirchi Ayantika,2019-05-03,164300,14982,0,922,May
3076,OMG - O Maa Go - S02E24 Maa khaiye dilo,2019-05-03,909670,36153,0,900,May
3077,Manush Korechhi | Episode 19 | আমি আর আমার বিছানা | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-04-27,180769,9667,0,257,Apr
3078,Mirchi Vlogs Episode 02 | Ayantika | Somak | Agni | Richard | Mohor | Lajvanti | Mirchi Bangla,2019-04-25,268147,10333,0,228,Apr
3079,Mirchi Vlogs Episode 01 | Agni | Somak | Richard | Ayantika | Mohor | Lajvanti | Mirchi Bangla,2019-04-24,193851,7959,0,133,Apr
3080,Vagabong Episode 04 feat. Mir Afsar Ali & Mirchi Sayak,2019-04-23,174978,7716,0,243,Apr
3081,Manush Korechhi | Episode 18 | আমি আর আমার Instagram | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-04-20,201075,10101,0,251,Apr
3082,OMG - O Maa Go -S02E22 Mom learns To Use Emojis!,2019-04-19,1083532,34199,0,617,Apr
3083,Vagabong Episode 03 feat. Mir Afsar Ali & Mirchi Sayak,2019-04-18,179685,7280,0,156,Apr
3084,Sunday Suspense | Daroga Priyonath | Shesh Leela (শেষ লীলা) | Priyonath Mukhopadhyay | Mirchi Bangla,2019-04-14,1347404,25030,0,1115,Apr
3085,Manush Korechhi | Episode 17 | আমি আর আমার headphones | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-04-13,196250,10949,0,244,Apr
3086,OMG - O Maa Go - S02E21 Mom leaks out secret!,2019-04-12,1523240,47350,0,804,Apr
3087,Daroga Priyonath 2 : Sesh Leela Official Teaser | Sunday Suspense | Mirchi Bangla,2019-04-11,263791,14162,0,271,Apr
3088,Vagabong Episode 02 feat. Mir Afsar Ali & Mirchi Sayak,2019-04-11,270880,10064,0,254,Apr
3089,Sunday Suspense | Tubri Bnashi | Himadri Kishore Dasgupta | Mirchi Bangla,2019-04-07,1566028,24142,0,1328,Apr
3090,"OMG - O Maa Go - S02E20 Mom gets phone call, over and over again!",2019-04-06,848425,29624,0,422,Apr
3091,Manush Korechhi | Episode 16 | আমি আর আমার WhatsApp | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-04-03,283518,14943,0,224,Apr
3092,Vagabong Episode 01 feat. Mir Afsar Ali & Mirchi Sayak,2019-04-02,184970,8893,0,246,Apr
3093,OMG - O Maa Go - S02E19 Mom Washes Everything,2019-03-30,787784,26791,0,444,Mar
3094,Manush Korechhi | Episode 15 | Holi Special | আমি আর আমার পিচকিরি | Mirchi Agni | Mirchi Bangla,2019-03-30,187941,9309,0,167,Mar
3095,Manush Korechhi | Episode 14 | আমি আর আমার GPS | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-03-28,222467,10554,0,262,Mar
3096,OMG - O Maa Go - S02E18 - Maa Does Not Recieve Calls,2019-03-22,838427,28631,0,552,Mar
3097,Manush Korechhi | Episode 13 | আমি আর আমার TV | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-03-20,228916,11022,0,230,Mar
3098,Manush Korechhi | Episode 12 | আমি আর আমার YouTube | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-03-18,270558,13386,0,267,Mar
3099,Sunday Suspense | Nilanjanchhaya (নীলাঞ্জনছায়া) | Manoj Sen | Mirchi Bangla,2019-03-17,996960,19021,0,1317,Mar
3100,OMG - O Maa Go - S02E17 - Maa Learns Video Calling,2019-03-15,881081,29802,0,695,Mar
3101,Manush Korechhi | Episode 11 | আমি আর আমার break up | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-03-05,301660,14329,0,264,Mar
3102,OMG - O Maa Go - S02E15 - Mom Has One Question,2019-02-28,1030771,35114,0,667,Feb
3103,Sunday Suspense | Daroga Priyonath | Raani Naa Khuni | Priyonath Mukhopadhyay | Mirchi Bangla,2019-02-24,2103256,32505,0,1457,Feb
3104,Manush Korechhi | Episode 10 | আমি আর আমার question bank | Mirchi Agni | Mirchi Bangla,2019-02-23,234590,11946,0,281,Feb
3105,Sunday Suspense | Shei Mukh | সেই মুখ | Samaresh Basu | Mirchi Bangla,2019-02-17,916013,14515,0,833,Feb
3106,OMG - O Maa Go - S02E13 - Maa Likes Old Junk,2019-02-08,905083,29523,0,429,Feb
3107,Manush Korechhi | Episode 09 | আমি আর আমার Facebook | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-02-05,312481,15434,0,291,Feb
3108,Manush Korechhi | Episode 08 | আমি আর আমার Deo | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-02-04,210569,10864,0,200,Feb
3109,Sunday Suspense | Sahadeb Babu-r Portrait | Satyajit Ray | Mirchi 98.3,2019-02-03,632049,11049,0,626,Feb
3110,OMG - O Maa Go - S02E12 - Maa finds son’s old answer scripts,2019-02-01,968472,33453,0,569,Feb
3111,Sunday Suspense | Ebar Kando Kedarnath-ey | এবার কাণ্ড কেদারনাথে | Satyajit Ray | Mirchi Bangla,2019-01-27,7257684,75488,0,4860,Jan
3112,Sunday Suspense | Hop Frog | Edgar Allan Poe | Mirchi Bangla,2019-01-20,360464,7945,0,682,Jan
3113,OMG - O Maa Go - S02E11- Maa pays for online movie streaming,2019-01-18,811461,30291,0,521,Jan
3114,Manush Korechhi | Episode 07 | আমি আর আমার লেপ | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-01-17,207802,10776,0,162,Jan
3115,Making of a Music Video | Somak | Agni | Ayantika | Mirchi Bangla,2019-01-14,239828,11261,0,169,Jan
3116,Manush Korechhi | Episode 06 | আমি আর আমার চশমা | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-01-12,226508,10957,0,234,Jan
3117,OMG - O Maa Go - S02E10 - Maa Has Knee Pains,2019-01-10,735865,27747,0,514,Jan
3118,OMG - O Maa Go - S02E09 - Maa Captures the Sun,2019-01-05,754611,26529,0,489,Jan
3119,Manush Korechhi | Episode 05 | আমি আর আমার জুতো | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2019-01-05,237583,10613,0,213,Jan
3120,Sunday Suspense | Aloukik | Harinarayan Chattopadhyay | Mirchi Bangla,2019-01-03,936730,16054,0,467,Jan
3121,Sunday Suspense | Byomkesh | Chhalanar Chhanda | Sharadindu Bandyopadhyay | Mirchi Bangla,2018-12-30,3543805,46346,0,1583,Dec
3122,OMG - O Maa Go - S02E08 - Maa Uses Cold Cream on Son,2018-12-29,809127,27698,0,554,Dec
3123,Manush Korechhi | Episode 04 |  আমি আর আমার microwave | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2018-12-29,249260,10652,0,187,Dec
3124,Sunday Suspense | Chhaya | ছায়া | Manjil Sen | Mirchi Bangla,2018-12-23,667506,15777,0,860,Dec
3125,Sunday Suspense | Aatanker Raat | Sasthipada Chattopadhyay | Mirchi Bangla,2018-12-21,1214986,21249,0,541,Dec
3126,Sunday Suspense | Akritagya | Achintya Kumar Sengupta | Mirchi Bangla,2018-12-20,1092979,16731,0,432,Dec
3127,Sunday Suspense | Feluda | Chhinnomasta-r Abhishaap | Satyajit Ray,2018-12-20,8797808,64089,0,3374,Dec
3128,Manush Korechhi | Episode 03 | আমি আর আমার পেট | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2018-12-20,368439,15129,0,208,Dec
3129,Sunday Suspense | Raat-er Aalap | Syed Mustafa Siraj | Mirchi Bangla,2018-12-20,214392,5170,0,138,Dec
3130,Sunday Suspense | Kekradihi-r Brittanto | Syed Mustafa Siraj | Mirchi Bangla,2018-12-19,500110,9509,0,209,Dec
3131,Sunday Suspense | Station-er Naam Ghumghumi | Syed Mustafa Siraj | Mirchi Bangla,2018-12-19,1764122,28501,0,777,Dec
3132,Sunday Suspense | Gobheer Raat-er Phaeton Gaari | Murari Mohan Beet | Mirchi Bangla,2018-12-16,3051256,41369,0,1858,Dec
3133,Manush Korechhi Episode 2 | Me & my watch | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2018-12-14,288161,11437,0,188,Dec
3134,Manush Korechhi | Episode 1 | Me & my পাশবালিশ | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2018-12-14,348061,12890,0,284,Dec
3135,OMG - O Maa Go - S02E06 - Maa Stumps Manju Mashi,2018-12-13,1086367,35327,0,979,Dec
3136,Sunday Suspense | Kaalo Baagh | Manoranjan Dey | Mirchi Bangla,2018-12-09,1187524,19421,0,1903,Dec
3137,Sunday Suspense | Hari-r Hotel | Syed Mustafa Siraj | Mirchi Bangla,2018-12-07,1673835,25609,0,822,Dec
3138,Sunday Suspense | Hawa Kol | Syed Mustafa Siraj | Mirchi Bangla,2018-12-07,1367505,19738,0,579,Dec
3139,Sunday Suspense | Dakinitola-r Buro Jokh | Syed Mustafa Siraj | Mirchi Bangla,2018-12-06,376674,7105,0,177,Dec
3140,Sunday Suspense | Chhokka Miya-r Tomtom | Syed Mustafa Siraj | Mirchi Bangla,2018-12-06,520366,8923,0,225,Dec
3141,OMG - O Maa Go - S02E05 - Maa falls Sick,2018-12-06,761206,26334,0,485,Dec
3142,Sunday Suspense | Moron Bhomra | মরন ভোমরা | Saradindu Bandyopadhyay | Mirchi Bangla,2018-12-04,954112,14848,0,373,Dec
3143,Sunday Suspense | Tiktikir Deem | টিকটিকির ডিম | Saradindu Bandyopadhyay | Mirchi Bangla,2018-12-04,633246,10596,0,307,Dec
3144,Sunday Suspense | Shakkhi | সাক্ষী | Saradindu Bandyopadhyay | Mirchi Bangla,2018-12-04,2103459,25621,0,643,Dec
3145,Sunday Suspense | Sherlock Holmes | A Case of Identity | Sir Arthur Conan Doyle | 98.3,2018-12-02,2148480,38795,0,1985,Dec
3146,OMG - O Maa Go - S02E04 - Cheler Interview Chhoralo | Mirchi Bangla,2018-11-29,891868,24394,0,494,Nov
3147,Sunday Suspense | Purono Din-er Maachhi | পুরোনো দিনের মাছি | Aneesh Deb | Mirchi Bangla,2018-11-25,1182072,18394,0,1266,Nov
3148,Typo | Types of brothers (ভাইফোঁটা স্পেশ্যাল | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2018-11-24,602237,14763,0,116,Nov
3149,Typo  | Types of baajis (বাজি) | Mirchi Agni | Mirchi Somak | Mirchi Bangla | Mirchi 98.3,2018-11-24,514946,16609,0,448,Nov
3150,Sunday Suspense | Pretpuri | প্রেতপুরী | Saradindu Bandyopadhyay | Mirchi Bangla,2018-11-23,585042,10718,0,222,Nov
3151,Sunday Suspense | Pratidhwani | প্রতিধ্বনি | Saradindu Bandyopadhyay | Mirchi Bangla,2018-11-22,1238943,17947,0,548,Nov
3152,OMG - O Maa Go - S02 E03 - Maa Chomke Dilo!,2018-11-22,1162258,39802,0,1734,Nov
3153,Sunday Suspense | Andhakarey | অন্ধকারে | Saradindu Bandyopadhyay | Mirchi Bangla,2018-11-19,413170,8596,0,257,Nov
3154,OMG - O Maa Go - S02 E02 - Son has to change light bulb,2018-11-15,1086484,26195,0,344,Nov
3155,Sunday Suspense | Shada Kalo | Nihar Ranjan Gupta | Mirchi 98.3 | Mirchi Bangla,2018-11-11,456300,8666,0,472,Nov
3156,Sunday Suspense | Niruttar | নিরুত্তর | Saradindu Bandyopadhyay | Mirchi Bangla,2018-11-10,1187974,17595,0,441,Nov
3157,OMG - O Maa Go - S02 E01 - Maa khushi Babu Noy,2018-11-08,1751427,40210,0,863,Nov
3158,#SundaySuspense | Taranath Tantrik Episode 3 | Taradas Bandopadhyay | Mirchi 98.3 | Mirchi Bangla,2018-11-04,2836818,40727,0,1786,Nov
3159,#SundayNonsense | Pagla Dashu | পাগলা দাশু | Sukumar Ray | সুকুমার রায় | Mirchi Bangla,2018-10-28,409139,9165,0,504,Oct
3160,Typo | Types of Mahishashurs | মহিষাসুর স্পেশাল | Mirchi Agni | Mirchi Somak | Mirchi Bangla,2018-10-27,362402,13629,0,233,Oct
3161,Sunday Suspense | Madhu Malati | Shorodindu Bandopadhyay | Mirchi 98.3 | Mirchi Bangla,2018-10-23,526590,10650,0,303,Oct
3162,Sunday Suspense | জর্জ ম্যানিং-এর আত্মহত্যা  | Mirchi 98.3 | Mirchi Bangla,2018-10-21,267951,5708,0,518,Oct
3163,Tomake Bujhina Priyo Parody - The Bijoya Song : Tomake Bujhina Pujo!,2018-10-19,194546,13919,0,425,Oct
3164,Sunday Suspense | Jadu Daktar-er Patient | যদু ডাক্তারের পেশেন্ট | Parasuram | Mirchi 98.3,2018-10-14,1471980,26326,0,1251,Oct
3165,Sunday Suspense | Metro-te Buri | Buddhadev Basu | Mirchi 98.3 | Mirchi Bangla,2018-10-07,225839,4973,0,411,Oct
3166,Sunday Suspense | Chhoto Karta | Shorodindu Bandopadhyay | Mirchi 98.3 | Mirchi Bangla,2018-10-05,441828,9322,0,142,Oct
3167,Sunday Suspense | Bhoot Bhabishyat | Shorodindu Bandopadhyay | Mirchi 98.3,2018-10-05,808122,14218,0,377,Oct
3168,Sunday Suspense | Aangti | Shorodindu Bandopadhyay | Mirchi 98.3,2018-10-02,444423,8014,0,299,Oct
3169,Sunday Suspense | Aadh Khawa Mawra | Hemendra Kumar Ray | Mirchi Bangla | Mirchi 98.3,2018-10-02,418678,9285,0,278,Oct
3170,Typo | Types of doctors | Mirchi Agni | Mirchi Somak | Mirchi Bangla | Mirchi 98.3,2018-10-01,856136,28460,0,536,Oct
3171,Sunday Suspense | Motilaal | Bimal Kar | Mirchi Bangla | Mirchi 98.3,2018-09-30,827201,13948,0,558,Sep
3172,Sunday Suspense | Ramdhan-er Bashi | Satyajit Ray | Mirchi 98.3,2018-09-28,96188,2240,0,43,Sep
3173,Sunday Suspense | Kaaktarua | Satyajit Ray | Mirchi 98.3,2018-09-28,113385,2454,0,57,Sep
3174,Sunday Suspense | Septopus-er Khidey (2009) | Satyajit Ray | Mirchi 98.3,2018-09-28,154450,3031,0,106,Sep
3175,Sunday Suspense | Brihochonchu | Satyajit Ray | Mirchi 98.3,2018-09-27,401066,6054,0,148,Sep
3176,Sunday Suspense | Shibu Aar Rakkhosh-er Kotha | Satyajit Ray | Mirchi 98.3,2018-09-27,650950,10126,0,254,Sep
3177,Sunday Suspense | Shobuj Manush | Satyajit Ray | Mirchi 98.3,2018-09-27,82829,1925,0,68,Sep
3178,Sunday Suspense | Beeshphool | Satyajit Ray | Mirchi 98.3,2018-09-27,236361,4297,0,105,Sep
3179,Sunday Suspense | Sadhanbabu-r Shondeho | Satyajit Ray | Mirchi 98.3,2018-09-27,385836,7388,0,166,Sep
3180,Sunday Suspense | Byomkesh | Khuji Khuji Naari | Saradindu  Bandopadhyay | Mirchi 98.3,2018-09-27,1877761,26721,0,607,Sep
3181,Sunday Suspense | Byomkesh | Loha-r Biscuit | লোহার বিস্কুট | Saradindu Bandopadhyay | Mirchi 98.3,2018-09-27,2094140,27929,0,635,Sep
3182,Sunday Suspense | Byomkesh | Makorshar Rawsh | Saradindu Bandopadhyay | Mirchi 98.3,2018-09-27,1610703,23019,0,671,Sep
3183,Sunday Suspense | Byomkesh | Adwitiya | Saradindu Bandopadhyay | Mirchi 98.3,2018-09-27,2463034,31052,0,658,Sep
3184,Sunday Suspense | Byomkesh | Roktomukhi Neela | রক্তমুখী নীলা | Shorodindu | Mirchi 98.3,2018-09-27,1735634,23597,0,563,Sep
3185,Typo | Types of irritating callers | Mirchi Agni | Mirchi Somak | Mirchi Bangla | Mirchi 98.3,2018-09-24,519054,16742,0,206,Sep
3186,Sunday Suspense | Ghar | Syed Mustafa Siraj | Mirchi Bangla | Mirchi 98.3,2018-09-23,1033968,16029,0,754,Sep
3187,Sunday Suspense | Robin | Jim Corbett | Mirchi Bangla | Mirchi 98.3,2018-09-16,796485,11834,0,685,Sep
